cluster_id,major_gene,minor_gene,major_tpm,minor_tpm,ratio
AAA_16_Ppa-Chr01_6_AAA_18_Ppa-Chr01_4_AAA_22_Ppa-Chr01_6_AAA_33_Ppa-Chr01_6_AAA_Ppa-Chr01_6_ABC1_Ppa-Chr01_5_ACT_Ppa-Chr01_4_APH_Ppa-Chr01_4_Acetyltransf_1_Ppa-Chr01_4_Acetyltransf_7_Ppa-Chr01_4_Adeno_E3_CR2_Ppa-Chr01_4_AdenylateSensor_Ppa-Chr01_4_Ank_2_Ppa-Chr01_4_Ank_3_Ppa-Chr01_4_Ank_4_Ppa-Chr01_4_Ank_5_Ppa-Chr01_4_Ank_Ppa-Chr01_4_Auto_anti-p27_Ppa-Chr01_4_B_lectin_Ppa-Chr01_4_Bact_lectin_Ppa-Chr01_4_CD34_antigen_Ppa-Chr01_4_Cu_bind_like_Ppa-Chr01_4_DUF1221_Ppa-Chr01_4_DUF3543_Ppa-Chr01_4_DUF3827_Ppa-Chr01_4_DUF4100_Ppa-Chr01_4_EF-hand_1_Ppa-Chr01_6_EF-hand_4_Ppa-Chr01_6_EF-hand_5_Ppa-Chr01_4_EF-hand_6_Ppa-Chr01_6_EF-hand_7_Ppa-Chr01_6_EF-hand_8_Ppa-Chr01_4_EF-hand_9_Ppa-Chr01_4_EFhand_Ca_insen_Ppa-Chr01_4_FR47_Ppa-Chr01_4_FTA2_Ppa-Chr01_4_GAGA_bind_Ppa-Chr01_4_GUB_WAK_bind_Ppa-Chr01_4_HEAT_Ppa-Chr01_5_Haspin_kinase_Ppa-Chr01_4_Jacalin_Ppa-Chr01_4_KA1_Ppa-Chr01_4_Kdo_Ppa-Chr01_4_Kinase-like_Ppa-Chr01_4_LRRNT_2_Ppa-Chr01_5_LRR_1_Ppa-Chr01_6_LRR_4_Ppa-Chr01_5_LRR_6_Ppa-Chr01_4_LRR_8_Ppa-Chr01_5_LRR_9_Ppa-Chr01_4_LTP_2_Ppa-Chr01_4_Lectin_C_Ppa-Chr01_4_Lectin_legB_Ppa-Chr01_4_LysM_Ppa-Chr01_4_Malectin_Ppa-Chr01_5_Malectin_like_Ppa-Chr01_5_Mid2_Ppa-Chr01_4_NAF_Ppa-Chr01_4_NB-ARC_Ppa-Chr01_6_OSR1_C_Ppa-Chr01_4_PAN_1_Ppa-Chr01_4_PAN_2_Ppa-Chr01_4_PAS_3_Ppa-Chr01_4_PAS_4_Ppa-Chr01_4_PAS_9_Ppa-Chr01_4_PAS_Ppa-Chr01_4_PIP49_C_Ppa-Chr01_4_PK_Tyr_Ser-Thr_Ppa-Chr01_6_PP2C_Ppa-Chr01_4_PQQ_2_Ppa-Chr01_4_PRIMA1_Ppa-Chr01_4_Pkinase_C_Ppa-Chr01_4_Pkinase_Ppa-Chr01_6_Pkinase_fungal_Ppa-Chr01_4_RIO1_Ppa-Chr01_4_Ribonuc_2-5A_Ppa-Chr01_4_SH3_15_Ppa-Chr01_4_SPARC_Ca_bdg_Ppa-Chr01_4_SPARK_Ppa-Chr01_4_S_locus_glycop_Ppa-Chr01_4_Sel1_Ppa-Chr01_4_Serglycin_Ppa-Chr01_4_Syndecan_Ppa-Chr01_4_TNFR_c6_Ppa-Chr01_4_Tryp_alpha_amyl_Ppa-Chr01_4_UBA_Ppa-Chr01_4_Usp_Ppa-Chr01_4_VWA_2_Ppa-Chr01_4_VWA_3_Ppa-Chr01_4_VWA_Ppa-Chr01_4_WaaY_Ppa-Chr01_4_cNMP_binding_Ppa-Chr01_4,Pp3c1_18260,Pp3c1_18280,17.547577326914336,4.939997419837106,3.552143014579339
RVT_2_Ppa-Chr15_2,Pp3c15_13040,Pp3c15_13080,15.41378790638465,0.0,inf
AhpC-TSA_Ppa-Chr04_0_BASP1_Ppa-Chr04_0_DIM1_Ppa-Chr04_0_DUF953_Ppa-Chr04_0_HyaE_Ppa-Chr04_0_OST3_OST6_Ppa-Chr04_0_Redoxin_Ppa-Chr04_0_SelK_SelG_Ppa-Chr04_0_Thioredoxin_2_Ppa-Chr04_0_Thioredoxin_7_Ppa-Chr04_0_Thioredoxin_8_Ppa-Chr04_0_Thioredoxin_9_Ppa-Chr04_0_Thioredoxin_Ppa-Chr04_0_TraF_Ppa-Chr04_0,Pp3c4_3890,Pp3c4_3900,13.770163205865515,1.254010431233548,10.980900049069007
NABP_Ppa-Chr08_1_PUF_Ppa-Chr08_1,Pp3c8_2770,Pp3c8_2780,13.030411442651797,0.0,inf
Acetyltransf_1_Ppa-Chr10_1_Acetyltransf_7_Ppa-Chr10_1_FR47_Ppa-Chr10_1,Pp3c10_6800,Pp3c10_6780,12.789390135848507,11.488440268072637,1.1132399035395015
LRR_1_Ppa-Chr10_3_LRR_4_Ppa-Chr10_3_LRR_6_Ppa-Chr10_1_LRR_8_Ppa-Chr10_3_LRR_9_Ppa-Chr10_3,Pp3c10_6800,Pp3c10_6730,12.789390135848507,0.0,inf
AAA_16_Ppa-Chr01_4_AAA_18_Ppa-Chr01_2_AAA_22_Ppa-Chr01_4_AAA_33_Ppa-Chr01_4_AAA_Ppa-Chr01_4_ABC1_Ppa-Chr01_3_ACT_Ppa-Chr01_2_APH_Ppa-Chr01_2_Acetyltransf_1_Ppa-Chr01_2_Acetyltransf_7_Ppa-Chr01_2_Adeno_E3_CR2_Ppa-Chr01_2_AdenylateSensor_Ppa-Chr01_2_Ank_2_Ppa-Chr01_2_Ank_3_Ppa-Chr01_2_Ank_4_Ppa-Chr01_2_Ank_5_Ppa-Chr01_2_Ank_Ppa-Chr01_2_Auto_anti-p27_Ppa-Chr01_2_B_lectin_Ppa-Chr01_2_Bact_lectin_Ppa-Chr01_2_CD34_antigen_Ppa-Chr01_2_Cu_bind_like_Ppa-Chr01_2_DUF1221_Ppa-Chr01_2_DUF3543_Ppa-Chr01_2_DUF3827_Ppa-Chr01_2_DUF4100_Ppa-Chr01_2_EF-hand_1_Ppa-Chr01_4_EF-hand_4_Ppa-Chr01_4_EF-hand_5_Ppa-Chr01_2_EF-hand_6_Ppa-Chr01_4_EF-hand_7_Ppa-Chr01_4_EF-hand_8_Ppa-Chr01_2_EF-hand_9_Ppa-Chr01_2_EFhand_Ca_insen_Ppa-Chr01_2_FR47_Ppa-Chr01_2_FTA2_Ppa-Chr01_2_GAGA_bind_Ppa-Chr01_2_GUB_WAK_bind_Ppa-Chr01_2_HEAT_Ppa-Chr01_3_Haspin_kinase_Ppa-Chr01_2_Jacalin_Ppa-Chr01_2_KA1_Ppa-Chr01_2_Kdo_Ppa-Chr01_2_Kinase-like_Ppa-Chr01_2_LRRNT_2_Ppa-Chr01_3_LRR_1_Ppa-Chr01_4_LRR_4_Ppa-Chr01_3_LRR_6_Ppa-Chr01_2_LRR_8_Ppa-Chr01_3_LRR_9_Ppa-Chr01_2_LTP_2_Ppa-Chr01_2_Lectin_C_Ppa-Chr01_2_Lectin_legB_Ppa-Chr01_2_LysM_Ppa-Chr01_2_Malectin_Ppa-Chr01_3_Malectin_like_Ppa-Chr01_3_Mid2_Ppa-Chr01_2_NAF_Ppa-Chr01_2_NB-ARC_Ppa-Chr01_4_OSR1_C_Ppa-Chr01_2_PAN_1_Ppa-Chr01_2_PAN_2_Ppa-Chr01_2_PAS_3_Ppa-Chr01_2_PAS_4_Ppa-Chr01_2_PAS_9_Ppa-Chr01_2_PAS_Ppa-Chr01_2_PIP49_C_Ppa-Chr01_2_PK_Tyr_Ser-Thr_Ppa-Chr01_4_PP2C_Ppa-Chr01_2_PQQ_2_Ppa-Chr01_2_PRIMA1_Ppa-Chr01_2_Pkinase_C_Ppa-Chr01_2_Pkinase_Ppa-Chr01_4_Pkinase_fungal_Ppa-Chr01_2_RIO1_Ppa-Chr01_2_Ribonuc_2-5A_Ppa-Chr01_2_SH3_15_Ppa-Chr01_2_SPARC_Ca_bdg_Ppa-Chr01_2_SPARK_Ppa-Chr01_2_S_locus_glycop_Ppa-Chr01_2_Sel1_Ppa-Chr01_2_Serglycin_Ppa-Chr01_2_Syndecan_Ppa-Chr01_2_TNFR_c6_Ppa-Chr01_2_Tryp_alpha_amyl_Ppa-Chr01_2_UBA_Ppa-Chr01_2_Usp_Ppa-Chr01_2_VWA_2_Ppa-Chr01_2_VWA_3_Ppa-Chr01_2_VWA_Ppa-Chr01_2_WaaY_Ppa-Chr01_2_cNMP_binding_Ppa-Chr01_2,Pp3c1_22480,Pp3c1_22560,10.721828017118135,9.26058030661438,1.1577922400241005
Methyltransf_11_Ppa-Chr19_0_Methyltransf_12_Ppa-Chr19_0_Methyltransf_23_Ppa-Chr19_0_Methyltransf_25_Ppa-Chr19_0_Methyltransf_31_Ppa-Chr19_0,Pp3c19_16810,Pp3c19_16790,8.557263141527331,4.811596829384121,1.7784663688504947
GDI_Ppa-Chr19_0,Pp3c19_16810,Pp3c19_16850,8.557263141527331,7.004668277687197,1.2216514476189828
AAA_16_Ppa-Chr09_1_AAA_18_Ppa-Chr09_2_AAA_22_Ppa-Chr09_1_AAA_33_Ppa-Chr09_1_AAA_Ppa-Chr09_1_ABC1_Ppa-Chr09_0_ACT_Ppa-Chr09_0_APH_Ppa-Chr09_0_Acetyltransf_1_Ppa-Chr09_0_Acetyltransf_7_Ppa-Chr09_0_Adeno_E3_CR2_Ppa-Chr09_0_AdenylateSensor_Ppa-Chr09_0_Ank_2_Ppa-Chr09_0_Ank_3_Ppa-Chr09_0_Ank_4_Ppa-Chr09_0_Ank_5_Ppa-Chr09_0_Ank_Ppa-Chr09_0_Auto_anti-p27_Ppa-Chr09_0_B_lectin_Ppa-Chr09_0_Bact_lectin_Ppa-Chr09_0_CD34_antigen_Ppa-Chr09_0_Cu_bind_like_Ppa-Chr09_0_DUF1221_Ppa-Chr09_0_DUF3543_Ppa-Chr09_0_DUF3827_Ppa-Chr09_0_DUF4100_Ppa-Chr09_0_EF-hand_1_Ppa-Chr09_1_EF-hand_4_Ppa-Chr09_1_EF-hand_5_Ppa-Chr09_0_EF-hand_6_Ppa-Chr09_1_EF-hand_7_Ppa-Chr09_1_EF-hand_8_Ppa-Chr09_0_EF-hand_9_Ppa-Chr09_0_EFhand_Ca_insen_Ppa-Chr09_0_FR47_Ppa-Chr09_0_FTA2_Ppa-Chr09_0_GAGA_bind_Ppa-Chr09_0_GUB_WAK_bind_Ppa-Chr09_0_HEAT_Ppa-Chr09_0_Haspin_kinase_Ppa-Chr09_0_Jacalin_Ppa-Chr09_0_KA1_Ppa-Chr09_0_Kdo_Ppa-Chr09_0_Kinase-like_Ppa-Chr09_0_LRRNT_2_Ppa-Chr09_0_LRR_1_Ppa-Chr09_1_LRR_4_Ppa-Chr09_1_LRR_6_Ppa-Chr09_0_LRR_8_Ppa-Chr09_1_LRR_9_Ppa-Chr09_0_LTP_2_Ppa-Chr09_0_Lectin_C_Ppa-Chr09_0_Lectin_legB_Ppa-Chr09_0_LysM_Ppa-Chr09_0_Malectin_Ppa-Chr09_0_Malectin_like_Ppa-Chr09_0_Mid2_Ppa-Chr09_0_NAF_Ppa-Chr09_0_NB-ARC_Ppa-Chr09_1_OSR1_C_Ppa-Chr09_0_PAN_1_Ppa-Chr09_0_PAN_2_Ppa-Chr09_0_PAS_3_Ppa-Chr09_0_PAS_4_Ppa-Chr09_0_PAS_9_Ppa-Chr09_0_PAS_Ppa-Chr09_0_PIP49_C_Ppa-Chr09_0_PK_Tyr_Ser-Thr_Ppa-Chr09_1_PP2C_Ppa-Chr09_0_PQQ_2_Ppa-Chr09_0_PRIMA1_Ppa-Chr09_0_Pkinase_C_Ppa-Chr09_0_Pkinase_Ppa-Chr09_1_Pkinase_fungal_Ppa-Chr09_0_RIO1_Ppa-Chr09_0_Ribonuc_2-5A_Ppa-Chr09_0_SH3_15_Ppa-Chr09_0_SPARC_Ca_bdg_Ppa-Chr09_0_SPARK_Ppa-Chr09_0_S_locus_glycop_Ppa-Chr09_0_Sel1_Ppa-Chr09_0_Serglycin_Ppa-Chr09_0_Syndecan_Ppa-Chr09_0_TNFR_c6_Ppa-Chr09_0_Tryp_alpha_amyl_Ppa-Chr09_0_UBA_Ppa-Chr09_0_Usp_Ppa-Chr09_0_VWA_2_Ppa-Chr09_0_VWA_3_Ppa-Chr09_0_VWA_Ppa-Chr09_0_WaaY_Ppa-Chr09_0_cNMP_binding_Ppa-Chr09_0,Pp3c9_5860,Pp3c9_5820,5.843756499412329,5.11312817144512,1.1428926292220662
