cluster_id,major_gene,minor_gene,major_tpm,minor_tpm,ratio
Nup35_RRM_Aty-Chr2_0_RRM_1_Aty-Chr2_1_RRM_2_Aty-Chr2_0_RRM_3_Aty-Chr2_0_RRM_5_Aty-Chr2_0_RRM_7_Aty-Chr2_1_RRM_occluded_Aty-Chr2_0_Ribosomal_S19_Aty-Chr2_0_zf-CCHC_Aty-Chr2_0,AT2G21660,AT2G21690,86.01103718120736,0.0,inf
AlaDh_PNT_C_Aty-Chr4_2,AT4G21580,AT4G21490,83.62404063886557,0.11606770336035142,720.4763962567681
RNA_pol_Rpb4_Aty-Chr3_1,AT3G29000,AT3G28956,80.52698801788257,2.0943423783306923,38.44977251621441
Acid_PPase_Aty-Chr5_0_HAD_2_Aty-Chr5_0_HAD_Aty-Chr5_0_Hydrolase_3_Aty-Chr5_0_Hydrolase_Aty-Chr5_0_Hydrolase_like_Aty-Chr5_0_NIF_Aty-Chr5_0_NT5C_Aty-Chr5_0_Trehalose_PPase_Aty-Chr5_0,AT5G59480,AT5G59490,76.53233320219147,0.5244652700145611,145.924501731195
Acid_phosphat_B_Aty-Chr5_0,AT5G24770,AT5G24780,74.87744660313513,21.03701784508253,3.5593184906024105
ABC1_Aty-Chr1_18_APH_Aty-Chr1_18_Choline_kinase_Aty-Chr1_15_FTA2_Aty-Chr1_17_Kdo_Aty-Chr1_17_Kinase-like_Aty-Chr1_19_NAF_Aty-Chr1_17_PK_Tyr_Ser-Thr_Aty-Chr1_22_Pkinase_Aty-Chr1_23_Pkinase_fungal_Aty-Chr1_18_RIO1_Aty-Chr1_17_Usp_Aty-Chr1_18_YrbL-PhoP_reg_Aty-Chr1_17,AT1G74320,AT1G74330,71.76922844586313,4.026496468365591,17.8242372766802
Thioredoxin_2_Aty-Chr1_11_Thioredoxin_Aty-Chr1_4,AT1G21350,AT1G21430,68.88442400625307,0.558779872521454,123.27649472307773
Dynamin_N_Aty-Chr5_1_MMR_HSR1_Aty-Chr5_12,AT5G45130,AT5G45160,66.43270621014301,5.248277669237134,12.658001423884146
HLH_Aty-Chr1_5_Lipase_GDSL_2_Aty-Chr1_4_Lipase_GDSL_Aty-Chr1_4,AT1G29660,AT1G29670,57.92494112782514,46.96043531415074,1.233483904915388
AAA_16_Aty-Chr1_10_AAA_18_Aty-Chr1_8_AAA_22_Aty-Chr1_9_ABC_tran_Aty-Chr1_6_ATPase_2_Aty-Chr1_5_Arf_Aty-Chr1_7_BLI1_Aty-Chr1_2_DUF641_Aty-Chr1_2_FeoB_N_Aty-Chr1_6_GTP_EFTU_Aty-Chr1_6_Gtr1_RagA_Aty-Chr1_7_MMR_HSR1_Aty-Chr1_11_MnmE_helical_Aty-Chr1_6_NACHT_Aty-Chr1_4_NB-ARC_Aty-Chr1_4_PP2_Aty-Chr1_3_Rad17_Aty-Chr1_5_Ras_Aty-Chr1_8_Roc_Aty-Chr1_8_RsgA_GTPase_Aty-Chr1_7_SRPRB_Aty-Chr1_7_TIR_2_Aty-Chr1_4_TIR_Aty-Chr1_5,AT1G57630,AT1G57670,57.68277357213753,0.08558860690955776,673.9538783835029
CMAS_Aty-Chr4_2_Methyltransf_11_Aty-Chr4_2_Methyltransf_31_Aty-Chr4_2_Methyltransf_3_Aty-Chr4_1_PrmA_Aty-Chr4_2_Ubie_methyltran_Aty-Chr4_2,AT4G34230,AT4G34360,56.88871926208568,1.2112858784464433,46.965559719931136
AAA_16_Aty-Chr2_3_AAA_18_Aty-Chr2_2_AAA_21_Aty-Chr2_1_AAA_22_Aty-Chr2_6_ATP_bind_1_Aty-Chr2_1_Arf_Aty-Chr2_2_CLP1_P_Aty-Chr2_0_FeoB_N_Aty-Chr2_1_G-alpha_Aty-Chr2_2_GTP_EFTU_Aty-Chr2_2_Gtr1_RagA_Aty-Chr2_2_Guanylate_kin_Aty-Chr2_0_MMR_HSR1_Aty-Chr2_4_MnmE_helical_Aty-Chr2_3_RNA_helicase_Aty-Chr2_1_Ras_Aty-Chr2_2_Roc_Aty-Chr2_2_SRPRB_Aty-Chr2_2_Zeta_toxin_Aty-Chr2_2,AT2G21940,AT2G21880,54.198531491789964,4.818680946667798,11.247586651128914
AAA_16_Aty-Chr3_2_MMR_HSR1_Aty-Chr3_0,AT3G60190,AT3G60180,50.518163204274536,6.589363519134552,7.666622589204124
Ank_2_Aty-Chr1_43_Ank_3_Aty-Chr1_43_Ank_4_Aty-Chr1_43_Ank_5_Aty-Chr1_43_Ank_Aty-Chr1_43,AT1G01140,AT1G01180,49.4571998541743,4.035327257208394,12.25605674628441
M20_dimer_Aty-Chr1_0_Peptidase_M20_Aty-Chr1_0_Peptidase_M28_Aty-Chr1_0_Transket_pyr_Aty-Chr1_0_Transketolase_C_Aty-Chr1_0,AT1G51760,AT1G51780,46.193163842262955,0.6737940529619998,68.55679957280378
Bromo_TP_Aty-Chr2_1_CBFD_NFYB_HMF_Aty-Chr2_1_CENP-S_Aty-Chr2_1_CENP-T_C_Aty-Chr2_1_Histone_Aty-Chr2_1_PAF_Aty-Chr2_1_TAF_Aty-Chr2_0_TFIID-18kDa_Aty-Chr2_1_TFIID-31kDa_Aty-Chr2_0,AT2G28740,AT2G28720,43.03793954112459,25.462875737934223,1.690223051947243
DUF641_Aty-Chr2_0,AT2G32140,AT2G32130,41.98022849965327,9.237638189653767,4.5444763734816425
PfkB_Aty-Chr1_0_Phos_pyr_kin_Aty-Chr1_0_TMP-TENI_Aty-Chr1_2,AT1G06030,AT1G06020,41.19074262881613,0.18164950264075183,226.7594572514688
Kinase-like_Aty-Chr2_19_PK_Tyr_Ser-Thr_Aty-Chr2_19_PP2C_2_Aty-Chr2_18_PP2C_Aty-Chr2_18_Pkinase_Aty-Chr2_19,AT2G30020,AT2G30040,40.245673693229264,14.867821011877671,2.70689791470301
AAA_16_Aty-Chr1_6_AAA_18_Aty-Chr1_4_AAA_22_Aty-Chr1_5_ABC_tran_Aty-Chr1_2_AIG1_Aty-Chr1_3_ATP_bind_1_Aty-Chr1_2_ATPase_2_Aty-Chr1_1_Arf_Aty-Chr1_4_Dynamin_N_Aty-Chr1_2_FeoB_N_Aty-Chr1_3_G-alpha_Aty-Chr1_3_GTP_EFTU_Aty-Chr1_3_Gtr1_RagA_Aty-Chr1_4_MMR_HSR1_Aty-Chr1_6_MnmE_helical_Aty-Chr1_3_NACHT_Aty-Chr1_1_NB-ARC_Aty-Chr1_1_Ras_Aty-Chr1_5_Roc_Aty-Chr1_5_RsgA_GTPase_Aty-Chr1_4_SRPRB_Aty-Chr1_4_TIR_2_Aty-Chr1_1_TIR_Aty-Chr1_1_cobW_Aty-Chr1_2,AT1G67440,AT1G67460,37.984659396774425,1.6689511137119994,22.759599777785464
2-Hacid_dh_C_Aty-Chr3_0_AlaDh_PNT_C_Aty-Chr3_1,AT3G19480,AT3G19450,37.37761362524215,33.01561303141241,1.1321193275944794
BTB_Aty-Chr5_1_NPH3_Aty-Chr5_0,AT5G67385,AT5G67440,36.9856529220788,6.394171199095748,5.784276299531868
Kinase-like_Aty-Chr4_19_PK_Tyr_Ser-Thr_Aty-Chr4_22_PP2C_2_Aty-Chr4_20_PP2C_Aty-Chr4_20_Pkinase_Aty-Chr4_22,AT4G28400,AT4G28350,36.0419471672959,6.197536116604418,5.815528379210641
AAA_22_Aty-Chr5_11_ABC_tran_Aty-Chr5_9_ATPase_2_Aty-Chr5_2_FAD_binding_8_Aty-Chr5_0_Ferric_reduct_Aty-Chr5_0_NACHT_Aty-Chr5_2_NAD_binding_1_Aty-Chr5_0_NAD_binding_6_Aty-Chr5_0_NB-ARC_Aty-Chr5_3_Rad17_Aty-Chr5_5_TAFII28_Aty-Chr5_0_TIR_2_Aty-Chr5_1_TIR_Aty-Chr5_1,AT5G49730,AT5G49740,34.96685326508657,28.053186940350344,1.246448517219694
Kinase-like_Aty-Chr4_14_PK_Tyr_Ser-Thr_Aty-Chr4_17_PP2C_2_Aty-Chr4_15_PP2C_Aty-Chr4_15_Pkinase_Aty-Chr4_17,AT4G33920,AT4G33950,34.60472268487897,4.665946596216579,7.416442081214237
AAA_16_Aty-Chr5_11_AAA_22_Aty-Chr5_12_RsgA_GTPase_Aty-Chr5_8,AT5G47560,AT5G47520,33.17035159723534,6.024837684381744,5.5056008700820644
Hydrophob_seed_Aty-Chr5_9_LTP_2_Aty-Chr5_35_Prolamin_like_Aty-Chr5_9_Tryp_alpha_amyl_Aty-Chr5_35_Trypan_PARP_Aty-Chr5_4,AT5G48485,AT5G48490,31.471611119315526,15.158820482975974,2.0761253261531487
DUF538_Aty-Chr3_0,AT3G07460,AT3G07470,31.221246287495575,21.462594666925515,1.4546818207217243
HALZ_Aty-Chr4_0,AT4G18880,AT4G18960,29.906263015304187,0.024436229047070334,1223.849349165012
TPR_14_Aty-Chr2_28_TPR_16_Aty-Chr2_28_TPR_2_Aty-Chr2_29,AT2G17900,AT2G17890,29.186388054996243,0.0,inf
RIO1_Aty-Chr5_27,AT5G47070,AT5G47090,28.072033771663815,14.633363008833086,1.918358326429734
Caleosin_Aty-Chr5_30_DUF5580_Aty-Chr5_30_Dockerin_1_Aty-Chr5_30_EF-hand_11_Aty-Chr5_30_EF-hand_1_Aty-Chr5_37_EF-hand_4_Aty-Chr5_32_EF-hand_5_Aty-Chr5_33_EF-hand_6_Aty-Chr5_37_EF-hand_7_Aty-Chr5_37_EF-hand_8_Aty-Chr5_30_EF-hand_9_Aty-Chr5_30_EFhand_Ca_insen_Aty-Chr5_30_SPARC_Ca_bdg_Aty-Chr5_30,AT5G47070,AT5G47100,28.072033771663815,4.134523463509443,6.789666093184018
3Beta_HSD_Aty-Chr5_7_ADH_zinc_N_Aty-Chr5_5_Epimerase_Aty-Chr5_7_GDP_Man_Dehyd_Aty-Chr5_7_KR_Aty-Chr5_9_NAD_binding_10_Aty-Chr5_7_Polysacc_synt_2_Aty-Chr5_7_RmlD_sub_bind_Aty-Chr5_7_adh_short_Aty-Chr5_10_adh_short_C2_Aty-Chr5_9,AT5G04950,AT5G04900,25.70552602218578,14.555485273252197,1.7660370327482926
NAM_Aty-Chr5_1,AT5G22380,AT5G22290,25.249299833333264,20.11812556597032,1.2550523034830985
MTS_Aty-Chr1_2_Methyltransf_25_Aty-Chr1_3_Methyltransf_31_Aty-Chr1_3_PrmA_Aty-Chr1_7,AT1G62960,AT1G62900,23.80051541884066,0.05053639300218408,470.95793753646115
PMEI_Aty-Chr1_9_Pectinesterase_Aty-Chr1_8,AT1G23205,AT1G23200,22.893100296485287,0.9878939352705668,23.17364190540887
ABHD18_Aty-Chr5_4_AXE1_Aty-Chr5_6_Abhydrolase_11_Aty-Chr5_5_Abhydrolase_1_Aty-Chr5_7_Abhydrolase_2_Aty-Chr5_7_Abhydrolase_3_Aty-Chr5_4_Abhydrolase_4_Aty-Chr5_4_Abhydrolase_5_Aty-Chr5_5_Abhydrolase_6_Aty-Chr5_7_Abhydrolase_8_Aty-Chr5_4_Acyltransferase_Aty-Chr5_2_BAAT_C_Aty-Chr5_4_BD-FAE_Aty-Chr5_4_COesterase_Aty-Chr5_4_Chlorophyllase_Aty-Chr5_4_Cutinase_Aty-Chr5_4_DAGAT_Aty-Chr5_2_DLH_Aty-Chr5_7_DNA_photolyase_Aty-Chr5_2_DUF1057_Aty-Chr5_4_DUF1749_Aty-Chr5_4_DUF676_Aty-Chr5_6_DUF818_Aty-Chr5_2_Esterase_Aty-Chr5_6_FSH1_Aty-Chr5_4_Hydrolase_4_Aty-Chr5_9_LCAT_Aty-Chr5_2_LIDHydrolase_Aty-Chr5_4_Lipase_3_Aty-Chr5_7_Ndr_Aty-Chr5_4_PAF-AH_p_II_Aty-Chr5_3_PGAP1_Aty-Chr5_6_Palm_thioest_Aty-Chr5_6_Peptidase_S15_Aty-Chr5_7_Peptidase_S9_Aty-Chr5_8_Ser_hydrolase_Aty-Chr5_4_Thioesterase_Aty-Chr5_4,AT5G11790,AT5G11910,21.322776050637298,9.695700660178424,2.19919908812912
LTP_2_Aty-Chr1_30_Tryp_alpha_amyl_Aty-Chr1_30,AT1G55260,AT1G55200,21.285083129315897,0.9074677192004122,23.455471394696666
Caleosin_Aty-Chr1_18_DUF5580_Aty-Chr1_16_Dockerin_1_Aty-Chr1_18_EAP30_Aty-Chr1_0_EF-hand_11_Aty-Chr1_17_EF-hand_14_Aty-Chr1_0_EF-hand_1_Aty-Chr1_26_EF-hand_4_Aty-Chr1_21_EF-hand_5_Aty-Chr1_22_EF-hand_6_Aty-Chr1_26_EF-hand_7_Aty-Chr1_25_EF-hand_8_Aty-Chr1_18_EF-hand_9_Aty-Chr1_18_EFhand_Ca_insen_Aty-Chr1_16_RNA_pol_Rpb4_Aty-Chr1_0_SAP_Aty-Chr1_0_SPARC_Ca_bdg_Aty-Chr1_18_SurA_N_3_Aty-Chr1_0_TerB_Aty-Chr1_0_Toprim_2_Aty-Chr1_0_UPF0154_Aty-Chr1_0,AT1G76650,AT1G76640,20.565028073526964,0.29417211175208263,69.90814986180067
Abhydrolase_1_Aty-Chr2_4_Hydrolase_4_Aty-Chr2_6_Peptidase_S9_Aty-Chr2_4,AT2G24280,AT2G24320,19.811484052633805,0.10025802961684534,197.60496120208094
Caleosin_Aty-Chr3_33_DUF5580_Aty-Chr3_33_Dockerin_1_Aty-Chr3_33_EF-hand_11_Aty-Chr3_33_EF-hand_1_Aty-Chr3_39_EF-hand_4_Aty-Chr3_36_EF-hand_5_Aty-Chr3_34_EF-hand_6_Aty-Chr3_39_EF-hand_7_Aty-Chr3_37_EF-hand_8_Aty-Chr3_33_EF-hand_9_Aty-Chr3_33_EFhand_Ca_insen_Aty-Chr3_33_SPARC_Ca_bdg_Aty-Chr3_33,AT3G01830,AT3G01840,19.40986596701136,2.545951316914922,7.623816621337218
DAO_Aty-Chr1_3_FAD_binding_2_Aty-Chr1_3_FAD_binding_3_Aty-Chr1_3_GMC_oxred_C_Aty-Chr1_0_GMC_oxred_N_Aty-Chr1_0_Lycopene_cycl_Aty-Chr1_2_NAD_binding_8_Aty-Chr1_3_Pyr_redox_2_Aty-Chr1_3_Thi4_Aty-Chr1_3,AT1G72970,AT1G73050,19.198729727884455,0.0,inf
Usp_Aty-Chr2_16,AT2G30360,AT2G30240,19.196341608290414,0.01693927826700427,1133.2443629362083
ArsA_HSP20_Aty-Chr1_0_HSP20_Aty-Chr1_1_SRF-TF_Aty-Chr1_2,AT1G09932,AT1G09935,18.987591157261456,0.06616797615377738,286.9604340494476
FBA_3_Aty-Chr3_27,AT3G19270,AT3G19184,18.674388078102712,0.2294334439522939,81.39348717611404
ABC1_Aty-Chr1_21_APH_Aty-Chr1_21_Choline_kinase_Aty-Chr1_18_FTA2_Aty-Chr1_20_Kdo_Aty-Chr1_20_Kinase-like_Aty-Chr1_21_NAF_Aty-Chr1_20_PK_Tyr_Ser-Thr_Aty-Chr1_23_Pkinase_Aty-Chr1_24_Pkinase_fungal_Aty-Chr1_21_RIO1_Aty-Chr1_20_Usp_Aty-Chr1_21_YrbL-PhoP_reg_Aty-Chr1_20,AT1G71697,AT1G71530,18.063149058356508,1.706172849856242,10.586939687780442
Oxidored_FMN_Aty-Chr1_0,AT1G76680,AT1G76690,17.98393913871516,1.8165882685667603,9.899843266577962
DUF5382_Aty-Chr4_1_PMEI_Aty-Chr4_1_Pectate_lyase_3_Aty-Chr4_2_Pectinesterase_Aty-Chr4_1,AT4G33220,AT4G33230,17.424658814880313,0.021394874600053567,814.4314533555007
M20_dimer_Aty-Chr1_1_Peptidase_M20_Aty-Chr1_1_Peptidase_M28_Aty-Chr1_1_Transket_pyr_Aty-Chr1_1_Transketolase_C_Aty-Chr1_1,AT1G44350,AT1G44180,17.36006317004301,0.01977511030520247,877.8744038396536
MADF_DNA_bdg_Aty-Chr3_0_Myb_DNA-bind_3_Aty-Chr3_0_Myb_DNA-bind_4_Aty-Chr3_0,AT3G10030,AT3G10040,16.746996300871686,2.346632118655184,7.1366091718156115
Kinase-like_Aty-Chr5_24_PK_Tyr_Ser-Thr_Aty-Chr5_24_PP2C_2_Aty-Chr5_23_PP2C_Aty-Chr5_23_Pkinase_Aty-Chr5_24,AT5G66210,AT5G66080,16.53755378589874,0.6625668920989175,24.959825163479156
AP2_Aty-Chr1_1_Auxin_inducible_Aty-Chr1_1,AT1G75580,AT1G75590,16.187763826997145,0.7556169638961591,21.42324034591388
SRF-TF_Aty-Chr4_0,AT4G38020,AT4G37940,15.55658024488219,0.015159855260780475,1026.1694440532071
Thioredoxin_2_Aty-Chr3_4,AT3G43800,AT3G43750,15.296156311203086,0.0,inf
Methyltransf_11_Aty-Chr4_4_Methyltransf_12_Aty-Chr4_4_Methyltransf_23_Aty-Chr4_4_Methyltransf_25_Aty-Chr4_7_Methyltransf_29_Aty-Chr4_1_Methyltransf_31_Aty-Chr4_7,AT4G00740,AT4G00750,14.945226456502176,5.0173491540301045,2.9787096727158535
CASP_DOM_Aty-Chr1_1_Cyt-b5_Aty-Chr1_1_DUF3474_Aty-Chr1_1_DUF677_Aty-Chr1_3_FA_desaturase_Aty-Chr1_1_Lipid_DES_Aty-Chr1_1_Na_Ca_ex_Aty-Chr1_2_ROH1-like_Aty-Chr1_2_SNARE_assoc_Aty-Chr1_1_Tetraspanin_Aty-Chr1_2,AT1G06360,AT1G06350,13.431787457739878,0.6552077832196963,20.500042584561445
ATP13_Aty-Chr5_29_ECSIT_Aty-Chr5_29_Mtf2_Aty-Chr5_29_PPR_1_Aty-Chr5_30_PPR_2_Aty-Chr5_31_PPR_3_Aty-Chr5_31_PPR_Aty-Chr5_31_PPR_long_Aty-Chr5_31_Phage_ABA_S_Aty-Chr5_29_TPR_14_Aty-Chr5_32_TPR_16_Aty-Chr5_30_TPR_19_Aty-Chr5_30_TPR_2_Aty-Chr5_31_TPR_7_Aty-Chr5_29,AT5G46080,AT5G46100,12.834404454031919,2.247467029908898,5.710608557649082
PK_Tyr_Ser-Thr_Aty-Chr1_43_Pkinase_Aty-Chr1_44_Thaumatin_Aty-Chr1_35,AT1G18150,AT1G18250,12.759738846056543,10.281243007845296,1.241069667969134
U-box_Aty-Chr2_12,AT2G35930,AT2G35890,12.024798549602059,0.0,inf
AXE1_Aty-Chr3_4_Abhydro_lipase_Aty-Chr3_2_Abhydrolase_11_Aty-Chr3_4_Abhydrolase_1_Aty-Chr3_5_Abhydrolase_2_Aty-Chr3_4_Abhydrolase_3_Aty-Chr3_4_Abhydrolase_4_Aty-Chr3_4_Abhydrolase_5_Aty-Chr3_4_Abhydrolase_6_Aty-Chr3_5_Abhydrolase_8_Aty-Chr3_2_Acyltransferase_Aty-Chr3_2_BAAT_C_Aty-Chr3_4_BD-FAE_Aty-Chr3_4_COesterase_Aty-Chr3_3_Chlorophyllase2_Aty-Chr3_4_Chlorophyllase_Aty-Chr3_4_DAGAT_Aty-Chr3_2_DLH_Aty-Chr3_4_DNA_photolyase_Aty-Chr3_2_DUF1057_Aty-Chr3_4_DUF1749_Aty-Chr3_2_DUF676_Aty-Chr3_3_DUF818_Aty-Chr3_3_Esterase_Aty-Chr3_4_FSH1_Aty-Chr3_4_Hydrolase_4_Aty-Chr3_7_LCAT_Aty-Chr3_3_LIDHydrolase_Aty-Chr3_3_Lipase_3_Aty-Chr3_4_Ndr_Aty-Chr3_2_PAF-AH_p_II_Aty-Chr3_2_PGAP1_Aty-Chr3_4_Palm_thioest_Aty-Chr3_3_Peptidase_S15_Aty-Chr3_4_Peptidase_S9_Aty-Chr3_4_Ser_hydrolase_Aty-Chr3_2_Thioesterase_Aty-Chr3_3,AT3G26840,AT3G26820,11.327424997515692,0.0,inf
CRT-like_Aty-Chr1_5_CopD_Aty-Chr1_2_DUF4781_Aty-Chr1_5_EamA_Aty-Chr1_5_Erg28_Aty-Chr1_2_Mg_trans_NIPA_Aty-Chr1_2_Nuc_sug_transp_Aty-Chr1_5_PUNUT_Aty-Chr1_5_SLC35F_Aty-Chr1_5_TPT_Aty-Chr1_5_UAA_Aty-Chr1_5,AT1G12500,AT1G12600,11.219663060944697,0.17741363555945946,63.240139494151066
NAM_Aty-Chr1_2,AT1G52880,AT1G52890,10.76405777069011,10.689261066251698,1.0069973690393401
Rad60-SLD_Aty-Chr1_1_ubiquitin_Aty-Chr1_2,AT1G64460,AT1G64470,10.55000028231235,9.642694635984274,1.0940925416161396
